slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
quicknode-mainnet-business-full-archive,!provider:quicknode-business-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Business,Business,Archive,RPC,"mainnet",EVM JSON-RPC,"$999/mo (monthly plan), $849/mo (yearly plan)",$0.5 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-enterprise-full-archive,!provider:quicknode-enterprise-full-archive,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Enterprise,Enterprise,Archive,RPC,"mainnet",EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-free-recent-state,!provider:quicknode-free-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Free,Free,Recent-State,RPC,"testnet",EVM JSON-RPC,$0,$0,NULL,NULL,NULL,99.80%,,,,FALSE,TRUE,,,,,,,
quicknode-testnet-build-recent-state,!provider:quicknode-build-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Build,Build,Recent-State,RPC,"testnet",EVM JSON-RPC,"$49/mo (monthly plan),$42/mo (yearly plan)",$0.62 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-accelerate-recent-state,!provider:quicknode-accelerate-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Accelerate,Accelerate,Recent-State,RPC,"testnet",EVM JSON-RPC,"$249/mo (monthly plan), $212/mo (yearly plan)",$0.55 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-scale-recent-state,!provider:quicknode-scale-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Scale,Scale,Recent-State,RPC,"testnet",EVM JSON-RPC,"$499/mo (monthly plan),$424/mo (yearly plan)",$0.53 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-business-recent-state,!provider:quicknode-business-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Business,Business,Recent-State,RPC,"testnet",EVM JSON-RPC,"$999/mo (monthly plan), $849/mo (yearly plan)",$0.5 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-enterprise-recent-state,!provider:quicknode-enterprise-recent-state,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Enterprise,Enterprise,Recent-State,RPC,"testnet",EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-free-full-archive,!provider:quicknode-free-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Free,Free,Archive,RPC,"testnet",EVM JSON-RPC,$0,$0,NULL,NULL,NULL,99.80%,,,,FALSE,TRUE,,,,,,,
quicknode-testnet-build-full-archive,!provider:quicknode-build-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Build,Build,Archive,RPC,"testnet",EVM JSON-RPC,"$49/mo (monthly plan),$42/mo (yearly plan)",$0.62 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-accelerate-full-archive,!provider:quicknode-accelerate-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Accelerate,Accelerate,Archive,RPC,"testnet",EVM JSON-RPC,"$249/mo (monthly plan), $212/mo (yearly plan)",$0.55 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-scale-full-archive,!provider:quicknode-scale-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Scale,Scale,Archive,RPC,"testnet",EVM JSON-RPC,"$499/mo (monthly plan),$424/mo (yearly plan)",$0.53 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-business-full-archive,!provider:quicknode-business-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Business,Business,Archive,RPC,"testnet",EVM JSON-RPC,"$999/mo (monthly plan), $849/mo (yearly plan)",$0.5 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-testnet-enterprise-full-archive,!provider:quicknode-enterprise-full-archive,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Enterprise,Enterprise,Archive,RPC,"testnet",EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,,,,,,,
